"RecordNumber","Author","Coding","Theory","Year"
283,"Chang, Fong-Ching, Chiu, Chiung-Hui, Chen, Ping-Hung, Miao, Nae-Fang, Lee, Ching-Mei, Chiang, Jeng-Tung and Pan, Ying-Chun","S/Education","eHealth Literacy Scale",2015
283,"Chang, Fong-Ching, Chiu, Chiung-Hui, Chen, Ping-Hung, Miao, Nae-Fang, Lee, Ching-Mei, Chiang, Jeng-Tung and Pan, Ying-Chun","S/Gender","eHealth Literacy Scale",2015
283,"Chang, Fong-Ching, Chiu, Chiung-Hui, Chen, Ping-Hung, Miao, Nae-Fang, Lee, Ching-Mei, Chiang, Jeng-Tung and Pan, Ying-Chun","S/Health/Health Literacy","eHealth Literacy Scale",2015
283,"Chang, Fong-Ching, Chiu, Chiung-Hui, Chen, Ping-Hung, Miao, Nae-Fang, Lee, Ching-Mei, Chiang, Jeng-Tung and Pan, Ying-Chun","S/Society/Engagement","eHealth Literacy Scale",2015
283,"Chang, Fong-Ching, Chiu, Chiung-Hui, Chen, Ping-Hung, Miao, Nae-Fang, Lee, Ching-Mei, Chiang, Jeng-Tung and Pan, Ying-Chun","Internet/Experience","eHealth Literacy Scale",2015
283,"Chang, Fong-Ching, Chiu, Chiung-Hui, Chen, Ping-Hung, Miao, Nae-Fang, Lee, Ching-Mei, Chiang, Jeng-Tung and Pan, Ying-Chun","Source/Knowledge","eHealth Literacy Scale",2015
284,"Ledford, Christy J., Cafferty, Lauren A. and Russell, Travis C.","S/Age","Patient Activation Measure (PAM)",2015
284,"Ledford, Christy J., Cafferty, Lauren A. and Russell, Travis C.","S/Health/Health Literacy","Patient Activation Measure (PAM)",2015
296,"Wang, Weirui and Yu, Nan","S/Gender","Barry’s East Asian Acculturation Measure (EAAM)",2015
296,"Wang, Weirui and Yu, Nan","S/Location","Barry’s East Asian Acculturation Measure (EAAM)",2015
296,"Wang, Weirui and Yu, Nan","S/Health/Health Literacy","Barry’s East Asian Acculturation Measure (EAAM)",2015
296,"Wang, Weirui and Yu, Nan","S/Race or Ethnicity","Barry’s East Asian Acculturation Measure (EAAM)",2015
308,"Lagoe, Carolyn and Atkin, David","Attitude/Concern","The Planned Risk Information Seeling Model (PRISM);Big Five Personality Disorders",2015
308,"Lagoe, Carolyn and Atkin, David","Self-Efficacy","The Planned Risk Information Seeling Model (PRISM);Big Five Personality Disorders",2015
308,"Lagoe, Carolyn and Atkin, David","S/Gender","The Planned Risk Information Seeling Model (PRISM);Big Five Personality Disorders",2015
308,"Lagoe, Carolyn and Atkin, David","Source/Healthcare","The Planned Risk Information Seeling Model (PRISM);Big Five Personality Disorders",2015
308,"Lagoe, Carolyn and Atkin, David","Internet/Experience","The Planned Risk Information Seeling Model (PRISM);Big Five Personality Disorders",2015
308,"Lagoe, Carolyn and Atkin, David","Internet/Type","The Planned Risk Information Seeling Model (PRISM);Big Five Personality Disorders",2015
308,"Lagoe, Carolyn and Atkin, David","Non-healthcare/Type","The Planned Risk Information Seeling Model (PRISM);Big Five Personality Disorders",2015
320,"Prestin, Abby, Vieux, Sana N. and Chou, Wen-ying Sylvia","S/Financial-Health Insurance","NA",2015
320,"Prestin, Abby, Vieux, Sana N. and Chou, Wen-ying Sylvia","Environ/Network/Internet","NA",2015
320,"Prestin, Abby, Vieux, Sana N. and Chou, Wen-ying Sylvia","Health Cond","NA",2015
320,"Prestin, Abby, Vieux, Sana N. and Chou, Wen-ying Sylvia","Health Cond/Family","NA",2015
320,"Prestin, Abby, Vieux, Sana N. and Chou, Wen-ying Sylvia","Health Status","NA",2015
320,"Prestin, Abby, Vieux, Sana N. and Chou, Wen-ying Sylvia","S/Age","NA",2015
320,"Prestin, Abby, Vieux, Sana N. and Chou, Wen-ying Sylvia","S/Education","NA",2015
320,"Prestin, Abby, Vieux, Sana N. and Chou, Wen-ying Sylvia","S/Gender","NA",2015
320,"Prestin, Abby, Vieux, Sana N. and Chou, Wen-ying Sylvia","S/Location","NA",2015
320,"Prestin, Abby, Vieux, Sana N. and Chou, Wen-ying Sylvia","S/Race or Ethnicity","NA",2015
320,"Prestin, Abby, Vieux, Sana N. and Chou, Wen-ying Sylvia","Healthcare/Access","NA",2015
320,"Prestin, Abby, Vieux, Sana N. and Chou, Wen-ying Sylvia","Healthcare/Familiarity","NA",2015
340,"Lee, Hyun Ou and Kim, Soyoon","Self-Efficacy","Comprehensive Model of Information Seeking (CMIS)",2015
340,"Lee, Hyun Ou and Kim, Soyoon","Info/Beliefs/Salience","Comprehensive Model of Information Seeking (CMIS)",2015
340,"Lee, Hyun Ou and Kim, Soyoon","S/Age","Comprehensive Model of Information Seeking (CMIS)",2015
340,"Lee, Hyun Ou and Kim, Soyoon","S/Education","Comprehensive Model of Information Seeking (CMIS)",2015
340,"Lee, Hyun Ou and Kim, Soyoon","S/Financial-Income","Comprehensive Model of Information Seeking (CMIS)",2015
349,"Magnezi, Racheli, Grosberg, Dafna, Novikov, Ilya, Ziv, Arnona, Shani, Mordechai and Freedman, Laurence S.","Health Cond","NA",2015
351,"Manierre, Matthew J.","S/Gender","Comprehensive Model of Information Seeking (CMIS);Structural Influence Model (SIM)",2015
355,"Spaderna, Heike and Sieverding, Monika","Health/Risk/Beliefs","NA",2015
368,"Al Qadire, Mohammad","Health Cond/Treatment","Toronto Informational Needs Questionnaire (TINQ)",2014
368,"Al Qadire, Mohammad","S/Age","Toronto Informational Needs Questionnaire (TINQ)",2014
368,"Al Qadire, Mohammad","S/Employment","Toronto Informational Needs Questionnaire (TINQ)",2014
368,"Al Qadire, Mohammad","Healthcare/Type","Toronto Informational Needs Questionnaire (TINQ)",2014
368,"Al Qadire, Mohammad","S/Financial-Income","Toronto Informational Needs Questionnaire (TINQ)",2014
371,"Hovick, Shelly R., Kahlor, Leeann and Liang, Ming-Ching","Attitude","The Planned Risk Information Seeking Model (PRISM)",2014
371,"Hovick, Shelly R., Kahlor, Leeann and Liang, Ming-Ching","Attitude/Concern","The Planned Risk Information Seeking Model (PRISM)",2014
371,"Hovick, Shelly R., Kahlor, Leeann and Liang, Ming-Ching","Health/Risk/Beliefs","The Planned Risk Information Seeking Model (PRISM)",2014
371,"Hovick, Shelly R., Kahlor, Leeann and Liang, Ming-Ching","Info/Beliefs","The Planned Risk Information Seeking Model (PRISM)",2014
371,"Hovick, Shelly R., Kahlor, Leeann and Liang, Ming-Ching","Info/Health/Info Seeking","The Planned Risk Information Seeking Model (PRISM)",2014
371,"Hovick, Shelly R., Kahlor, Leeann and Liang, Ming-Ching","Info/Info Needs","The Planned Risk Information Seeking Model (PRISM)",2014
371,"Hovick, Shelly R., Kahlor, Leeann and Liang, Ming-Ching","Society/Subjective Norms","The Planned Risk Information Seeking Model (PRISM)",2014
371,"Hovick, Shelly R., Kahlor, Leeann and Liang, Ming-Ching","S/Health/Health Literacy","The Planned Risk Information Seeking Model (PRISM)",2014
371,"Hovick, Shelly R., Kahlor, Leeann and Liang, Ming-Ching","Source/Beliefs","The Planned Risk Information Seeking Model (PRISM)",2014
376,"Li, Na, Orrange, Sharon, Kravitz, Richard L. and Bell, Robert A.","Attitude/Concern","NA",2014
376,"Li, Na, Orrange, Sharon, Kravitz, Richard L. and Bell, Robert A.","S/Health/Health Literacy","NA",2014
376,"Li, Na, Orrange, Sharon, Kravitz, Richard L. and Bell, Robert A.","Healthcare/Beliefs","NA",2014
381,"Lee, Young Ji, Boden-Albala, Bernadette, Larson, Elaine, Wilcox, Adam and Bakken, Suzanne","Environ/Network/Internet","Integrative Model of eHealth Use",2014
381,"Lee, Young Ji, Boden-Albala, Bernadette, Larson, Elaine, Wilcox, Adam and Bakken, Suzanne","Health Cond","Integrative Model of eHealth Use",2014
381,"Lee, Young Ji, Boden-Albala, Bernadette, Larson, Elaine, Wilcox, Adam and Bakken, Suzanne","Health Status","Integrative Model of eHealth Use",2014
381,"Lee, Young Ji, Boden-Albala, Bernadette, Larson, Elaine, Wilcox, Adam and Bakken, Suzanne","S/Age","Integrative Model of eHealth Use",2014
381,"Lee, Young Ji, Boden-Albala, Bernadette, Larson, Elaine, Wilcox, Adam and Bakken, Suzanne","S/Education","Integrative Model of eHealth Use",2014
381,"Lee, Young Ji, Boden-Albala, Bernadette, Larson, Elaine, Wilcox, Adam and Bakken, Suzanne","S/Household","Integrative Model of eHealth Use",2014
381,"Lee, Young Ji, Boden-Albala, Bernadette, Larson, Elaine, Wilcox, Adam and Bakken, Suzanne","S/Gender","Integrative Model of eHealth Use",2014
382,"Kontos, Emily, Blake, Kelly D., Chou, Wen-Ying Sylvia and Prestin, Abby","S/Age","Chronic Care Model",2014
382,"Kontos, Emily, Blake, Kelly D., Chou, Wen-Ying Sylvia and Prestin, Abby","S/Education","Chronic Care Model",2014
382,"Kontos, Emily, Blake, Kelly D., Chou, Wen-Ying Sylvia and Prestin, Abby","S/Gender","Chronic Care Model",2014
382,"Kontos, Emily, Blake, Kelly D., Chou, Wen-Ying Sylvia and Prestin, Abby","S/Race or Ethnicity","Chronic Care Model",2014
382,"Kontos, Emily, Blake, Kelly D., Chou, Wen-Ying Sylvia and Prestin, Abby","S/Financial-Income","Chronic Care Model",2014
396,"Nijman, Jessica, Hendriks, Michelle, Brabers, Anne, de Jong, Judith and Rademakers, Jany","Self-Efficacy","Patient Activation Measure (PAM)",2014
396,"Nijman, Jessica, Hendriks, Michelle, Brabers, Anne, de Jong, Judith and Rademakers, Jany","S/Age","Patient Activation Measure (PAM)",2014
396,"Nijman, Jessica, Hendriks, Michelle, Brabers, Anne, de Jong, Judith and Rademakers, Jany","S/Health/Health Literacy","Patient Activation Measure (PAM)",2014
396,"Nijman, Jessica, Hendriks, Michelle, Brabers, Anne, de Jong, Judith and Rademakers, Jany","S/Race or Ethnicity","Patient Activation Measure (PAM)",2014
396,"Nijman, Jessica, Hendriks, Michelle, Brabers, Anne, de Jong, Judith and Rademakers, Jany","S/Financial-Income","Patient Activation Measure (PAM)",2014
400,"Tan, Andy S.","Health Cond","NA",2014
400,"Tan, Andy S.","Health Cond/Beliefs","NA",2014
400,"Tan, Andy S.","Health Status","NA",2014
400,"Tan, Andy S.","Info/Health/Info Seeking","NA",2014
400,"Tan, Andy S.","S/Age","NA",2014
400,"Tan, Andy S.","S/Education","NA",2014
400,"Tan, Andy S.","S/Race or Ethnicity","NA",2014
400,"Tan, Andy S.","Healthcare/Engagement","NA",2014
400,"Tan, Andy S.","Non-healthcare/Type","NA",2014
421,"Moldovan-Johnson, Mihaela, Martinez, Lourdes, Lewis, Nehama, Freres, Derek and Hornik, Robert C.","Info/Health/Info Seeking","The Planned Risk Information Seeking Model (PRISM);Theory of Planned Behavior (TPB)",2014
421,"Moldovan-Johnson, Mihaela, Martinez, Lourdes, Lewis, Nehama, Freres, Derek and Hornik, Robert C.","S/Race or Ethnicity","The Planned Risk Information Seeking Model (PRISM);Theory of Planned Behavior (TPB)",2014
421,"Moldovan-Johnson, Mihaela, Martinez, Lourdes, Lewis, Nehama, Freres, Derek and Hornik, Robert C.","Healthcare/Engagement","The Planned Risk Information Seeking Model (PRISM);Theory of Planned Behavior (TPB)",2014
423,"Hartoonian, Narineh, Ormseth, Sarah R., Hanson, Eric R., Bantum, Erin O. and Owen, Jason E.","Info/Beliefs/Salience","Comprehensive Model of Information Seeking (CMIS)",2014
424,"Rains, Stephen A.","Self-Efficacy","Uncertainty Management Theory (UMT)",2014
424,"Rains, Stephen A.","Health Cond","Uncertainty Management Theory (UMT)",2014
424,"Rains, Stephen A.","Health Status","Uncertainty Management Theory (UMT)",2014
424,"Rains, Stephen A.","S/Age","Uncertainty Management Theory (UMT)",2014
424,"Rains, Stephen A.","Internet/Type","Uncertainty Management Theory (UMT)",2014
435,"Chang, Leanne","Self-Efficacy","Theory of Motivated Information Management (TMIM)",2014
445,"Tian, Yan and Robinson, James D.","S/Education","Orientation1-Stimulus-Orientation2-Response (O1-S-O2-R) approach",2014
445,"Tian, Yan and Robinson, James D.","S/Gender","Orientation1-Stimulus-Orientation2-Response (O1-S-O2-R) approach",2014
447,"Moldovan-Johnson, Mihaela, Tan, Andy S. and Hornik, Robert C.","Attitude/Concern","Media Displacement Theory;",2014
447,"Moldovan-Johnson, Mihaela, Tan, Andy S. and Hornik, Robert C.","Internal locus of control","Media Displacement Theory;",2014
447,"Moldovan-Johnson, Mihaela, Tan, Andy S. and Hornik, Robert C.","Health Behav","Media Displacement Theory;",2014
447,"Moldovan-Johnson, Mihaela, Tan, Andy S. and Hornik, Robert C.","Health Cond","Media Displacement Theory;",2014
447,"Moldovan-Johnson, Mihaela, Tan, Andy S. and Hornik, Robert C.","Health Cond/Side Effects","Media Displacement Theory;",2014
447,"Moldovan-Johnson, Mihaela, Tan, Andy S. and Hornik, Robert C.","Health Cond/Treatment","Media Displacement Theory;",2014
447,"Moldovan-Johnson, Mihaela, Tan, Andy S. and Hornik, Robert C.","S/Race or Ethnicity","Media Displacement Theory;",2014
447,"Moldovan-Johnson, Mihaela, Tan, Andy S. and Hornik, Robert C.","Healthcare/Engagement","Media Displacement Theory;",2014
447,"Moldovan-Johnson, Mihaela, Tan, Andy S. and Hornik, Robert C.","Healthcare/Experience","Media Displacement Theory;",2014
449,"Chen, Yixin and Feeley, Thomas Hugh","Health Status","Reyna et al (2009);Anker et al (2011)",2014
449,"Chen, Yixin and Feeley, Thomas Hugh","S/Age","Reyna et al (2009);Anker et al (2011)",2014
449,"Chen, Yixin and Feeley, Thomas Hugh","S/Education","Reyna et al (2009);Anker et al (2011)",2014
449,"Chen, Yixin and Feeley, Thomas Hugh","S/Race or Ethnicity","Reyna et al (2009);Anker et al (2011)",2014
449,"Chen, Yixin and Feeley, Thomas Hugh","S/Financial-Income","Reyna et al (2009);Anker et al (2011)",2014
453,"Hovick, Shelly R., Liang, Ming-Ching and Kahlor, LeeAnn","Health Cond","Structural Influence Model (SIM);Risk Information Seeking and Processing (RISP);Theory of Planned Behavior (TPB);The Planned Risk Information Seeking Model (PRISM)",2014
453,"Hovick, Shelly R., Liang, Ming-Ching and Kahlor, LeeAnn","Health Cond/Family","Structural Influence Model (SIM);Risk Information Seeking and Processing (RISP);Theory of Planned Behavior (TPB);The Planned Risk Information Seeking Model (PRISM)",2014
453,"Hovick, Shelly R., Liang, Ming-Ching and Kahlor, LeeAnn","S/Age","Structural Influence Model (SIM);Risk Information Seeking and Processing (RISP);Theory of Planned Behavior (TPB);The Planned Risk Information Seeking Model (PRISM)",2014
453,"Hovick, Shelly R., Liang, Ming-Ching and Kahlor, LeeAnn","S/Education","Structural Influence Model (SIM);Risk Information Seeking and Processing (RISP);Theory of Planned Behavior (TPB);The Planned Risk Information Seeking Model (PRISM)",2014
453,"Hovick, Shelly R., Liang, Ming-Ching and Kahlor, LeeAnn","S/Gender","Structural Influence Model (SIM);Risk Information Seeking and Processing (RISP);Theory of Planned Behavior (TPB);The Planned Risk Information Seeking Model (PRISM)",2014
453,"Hovick, Shelly R., Liang, Ming-Ching and Kahlor, LeeAnn","S/Race or Ethnicity","Structural Influence Model (SIM);Risk Information Seeking and Processing (RISP);Theory of Planned Behavior (TPB);The Planned Risk Information Seeking Model (PRISM)",2014
453,"Hovick, Shelly R., Liang, Ming-Ching and Kahlor, LeeAnn","S/Financial-Income","Structural Influence Model (SIM);Risk Information Seeking and Processing (RISP);Theory of Planned Behavior (TPB);The Planned Risk Information Seeking Model (PRISM)",2014
465,"Wong, Carmen K., Yeung, Dannii Y., Ho, Henry C., Tse, Kin-Po and Lam, Chun-Yiu","Attitude","The Technology Acceptance Model (TAM)",2014
465,"Wong, Carmen K., Yeung, Dannii Y., Ho, Henry C., Tse, Kin-Po and Lam, Chun-Yiu","Society/Subjective Norms","The Technology Acceptance Model (TAM)",2014
465,"Wong, Carmen K., Yeung, Dannii Y., Ho, Henry C., Tse, Kin-Po and Lam, Chun-Yiu","Internet/Beliefs","The Technology Acceptance Model (TAM)",2014
466,"Oh, Kyeung Mi, Zhou, Qiuping, Kreps, Gary and Kim, Wonsun","Health Cond","Structural Influence Model (SIM)",2014
466,"Oh, Kyeung Mi, Zhou, Qiuping, Kreps, Gary and Kim, Wonsun","Health Status","Structural Influence Model (SIM)",2014
466,"Oh, Kyeung Mi, Zhou, Qiuping, Kreps, Gary and Kim, Wonsun","S/Age","Structural Influence Model (SIM)",2014
466,"Oh, Kyeung Mi, Zhou, Qiuping, Kreps, Gary and Kim, Wonsun","S/Education","Structural Influence Model (SIM)",2014
466,"Oh, Kyeung Mi, Zhou, Qiuping, Kreps, Gary and Kim, Wonsun","S/Race or Ethnicity","Structural Influence Model (SIM)",2014
466,"Oh, Kyeung Mi, Zhou, Qiuping, Kreps, Gary and Kim, Wonsun","Healthcare/Experience","Structural Influence Model (SIM)",2014
466,"Oh, Kyeung Mi, Zhou, Qiuping, Kreps, Gary and Kim, Wonsun","Non-healthcare/Attitude/Trust","Structural Influence Model (SIM)",2014
466,"Oh, Kyeung Mi, Zhou, Qiuping, Kreps, Gary and Kim, Wonsun","S/Financial-Income","Structural Influence Model (SIM)",2014
473,"Mitchell, Kimberly J., Ybarra, Michele L., Korchmaros, Josephine D. and Kosciw, Joseph G.","S/Age","NA",2014
473,"Mitchell, Kimberly J., Ybarra, Michele L., Korchmaros, Josephine D. and Kosciw, Joseph G.","S/Location","NA",2014
473,"Mitchell, Kimberly J., Ybarra, Michele L., Korchmaros, Josephine D. and Kosciw, Joseph G.","S/Sexual Orientation","NA",2014
482,"Kim, Sojung Claire, Shah, Dhavan V., Namkoong, Kang, McTavish, Fiona M. and Gustafson, David H.","Health Cond/Duration","Interactive Cancer Communication System (ICCS);Cognitive-Social Health Information Processing (C-SHIP) model;Comprehensive Health Enhancement Support System (CHESS)",2013
482,"Kim, Sojung Claire, Shah, Dhavan V., Namkoong, Kang, McTavish, Fiona M. and Gustafson, David H.","S/Race or Ethnicity","Interactive Cancer Communication System (ICCS);Cognitive-Social Health Information Processing (C-SHIP) model;Comprehensive Health Enhancement Support System (CHESS)",2013
482,"Kim, Sojung Claire, Shah, Dhavan V., Namkoong, Kang, McTavish, Fiona M. and Gustafson, David H.","S/Society/Engagement","Interactive Cancer Communication System (ICCS);Cognitive-Social Health Information Processing (C-SHIP) model;Comprehensive Health Enhancement Support System (CHESS)",2013
516,"Rains, Stephen A.","Health Cond/Beliefs","Comprehensive Model of Information Seeking (CMIS);Uses and Gratifications Theory (UGT)",2007
516,"Rains, Stephen A.","Info/Health/Info Seeking/Beliefs","Comprehensive Model of Information Seeking (CMIS);Uses and Gratifications Theory (UGT)",2007
516,"Rains, Stephen A.","S/Age","Comprehensive Model of Information Seeking (CMIS);Uses and Gratifications Theory (UGT)",2007
516,"Rains, Stephen A.","S/Education","Comprehensive Model of Information Seeking (CMIS);Uses and Gratifications Theory (UGT)",2007
516,"Rains, Stephen A.","Healthcare/Attitude/Trust","Comprehensive Model of Information Seeking (CMIS);Uses and Gratifications Theory (UGT)",2007
516,"Rains, Stephen A.","Internet/Attitude/Trust","Comprehensive Model of Information Seeking (CMIS);Uses and Gratifications Theory (UGT)",2007
516,"Rains, Stephen A.","Non-healthcare/Attitude/Trust","Comprehensive Model of Information Seeking (CMIS);Uses and Gratifications Theory (UGT)",2007
528,"Ayers, Stephanie L. and Kronenfeld, Jennie Jacobs","S/Financial-Health Insurance","Tardy and Hale 1998",2007
528,"Ayers, Stephanie L. and Kronenfeld, Jennie Jacobs","Health Cond","Tardy and Hale 1998",2007
528,"Ayers, Stephanie L. and Kronenfeld, Jennie Jacobs","S/Age","Tardy and Hale 1998",2007
528,"Ayers, Stephanie L. and Kronenfeld, Jennie Jacobs","S/Education","Tardy and Hale 1998",2007
528,"Ayers, Stephanie L. and Kronenfeld, Jennie Jacobs","S/Financial-Income","Tardy and Hale 1998",2007
542,"Mayer, Deborah K., Terrin, Norma C., Kreps, Gary L., Menon, Usha, McCance, Kathy, Parsons, Susan K. and Mooney, Kathleen H.","S/Age","Comprehensive Model of Information Seeking (CMIS)",2007
542,"Mayer, Deborah K., Terrin, Norma C., Kreps, Gary L., Menon, Usha, McCance, Kathy, Parsons, Susan K. and Mooney, Kathleen H.","S/Gender","Comprehensive Model of Information Seeking (CMIS)",2007
